question,answer,normalized_aliases,accurate_judgement,logits
"At which Olympic Games were there new events including BMX (men and women), swimming marathon (10 km), and for the first time, women competed in the steeplechase and some team fencing events?","2008 Beijing Olympics
","['2008 olympic games', 'beijing 2008 olympic games', '29th olympiad', '2008 beijing olympic games', 'xxix olympiad', '2008 summer olympics games', 'olimpia 2008', '2008 summer olympic games', '2008 beijing olympic', 'brunei at 2008 summer olympics', 'china 2008', '2008 games', 'genocide olympics', '2008 bejing games', 'beijing 2008 games', 'beijing 2008', '2008 olympics', 'beijing olympics in 2008', '2008 summer games', 'beijing 2008 olympics', '2008 beijing summer olympics', 'peking 2008', 'games of twenty ninth olympiad', '北京奧林匹克2008 年', '2008 beijing', '二零零八年北京夏季奥运', 'olympic games 2008', '2008 beijing games', '2008olympics', 'beijing 08', 'beijing2008', 'one world one dream', '2008 beijeng olympics', '2008 beijing olympics', '2008 summer olympics calendar', 'beijing 2008 summer olympics', '2008 olympic', '2008 olympic summer games', '29th olympic games', '2008 beijing summer games', 'summer olympics 2008', 'beijing olympics 2008', 'beijing summer olympics', 'ol 2008', 'olympic 2008', 'beijng 2008', 'xxix summer olympics', 'beijing olympic 2008', 'games of 29th olympiad', '2008 olympics in beijing', '2008 summer olympics', 'olympics 2008', 'beijing 2008 summer olympic games', '2008 beijing summer olympic games', 'èr líng líng bā nián běi jīng xià jì ào yùn', '二零零八年北京夏季奧運', 'games of xxix olympiad', '2008 summer olympic']",Correct,"[[0.6020615696907043, 0.39793840050697327]]"
"Margaretha Geertruida Zelle was executed in October 1917, by what name is she better known?"," Mata Hari
","['margareta macleod', 'mata hari', 'gertrud margarete zelle', 'margareta geertruda zelle', 'margreet geertruida macleod', 'margarida gertrud macleod', 'margaretha gertrud zelle', 'margaretha geertruida zelle', 'margaret geertruda zelle', 'margareta geertruida zelle', 'secret agent h21', 'margarida geertruida macleod', 'margareth macleod', 'margareth geertruda zelle', 'margarida geertruda macleod', 'margaretha gertruida macleod', 'margaretha gertruida zella', 'margareta gertrud zelle', 'margaretha geertruida macleod', 'margareth geertruida macleod', 'mata harri', 'margareth zelle', 'margaret zelle', 'margareet geertruda zelle', 'margaret gertrud macleod', 'margareta geertruda macleod', 'margarida gertrud zelle', 'margaret gertrud zelle', 'margareet geertruida macleod', 'margareta g zelle', 'margaretha geertruda zelle', 'margaretha zelle', 'margarida macleod', 'margareet gertrud zelle', 'margarida zelle', 'margarida geertruida zelle', 'margareth geertruide zelle', 'margareet macleod', 'margareet geertruda macleod', 'margaretha macleod', 'margareta zelle', 'margareta geertruida macleod', 'margareth geertruida zelle', 'margareth gertrud zelle', 'margaret geertruida zelle', 'margaretha gertrud macleod', 'margreet geertruida zelle', 'margaret macleod', 'margareet gertrud macleod', 'margareta gertrud macleod', 'margarida geertruda zelle', 'margareet geertruida zelle', 'margareth gertrud macleod', 'margaret geertruida macleod', 'margaretha geertruda macleod', 'margareet zelle', 'margareth geertruda macleod', 'margreet zelle', 'margaret geertruda macleod', 'margreet macleod']",Correct,"[[0.9008791446685791, 0.0991208553314209]]"
Who wrote the screenplay for the film 'The Exorcist'?," William Peter Blatty
","['william blatty', 'william p blatty', 'william peter blatty']",Correct,"[[0.8787311315536499, 0.1212688758969307]]"
Which Rugby Union team plays home games at the Liberty Stadium in Swansea?,"	Ospreys
","['ospreys rugby', 'ospreys rugby union team', 'ospreylia', 'ospreys rfc', 'ospreys rugby union', 'ospreys', 'neath swansea ospreys', 'ospreys rugby team']",Correct,"[[0.843508780002594, 0.1564912348985672]]"
What is India's smallest state (by area)?," Goa
","['gova', 'goa', 'goah', 'sandapur', 'गोंय', 'gomantak', 'goa region', 'goa territory', 'goanese', 'goa state', 'gomya', 'govā', 'goṃya', 'goa links', 'state of goa', 'goa india', 'govapuri', 'goa of india', 'goan portuguese', 'in ga', 'गोवा', 'goa pradesh']",Correct,"[[0.672331690788269, 0.32766830921173096]]"
What are Neuschwanstein and Balmoral?,"2 Castles
","['🏰', 'castle', 'european castle', 'castal', 'medieval stronghold', 'chateau fort', 'european castles', 'château fort', 'medieval castle', 'castle studies', 'medieaval castles', 'casstle', 'castle gates', 'mock castle', 'timber castle', 'castles', 'castles in europe', 'castle architecture', 'masonry castle', '⛫', 'revival castle']",Incorrect,"[[0.4493926465511322, 0.5506073832511902]]"
The Mariinsky Ballet was formerly known by which name?,"	Kirov Ballet
","['imperial ballet theatre', 'russian imperial ballet school', 'kirov mariinsky ballet', 'imperial ballet', 'mariinsky ballet', 'kirov ballet', 'imperial russian ballet', 'russian imperial ballet', 'maryinsky ballet', 'kirov', 'kirov mariinksy ballet', 'leningrad kirov ballet']",Correct,"[[0.8692712783813477, 0.13072867691516876]]"
Which carmanufacturer produces a model called 'Sonata'?," Hyundai
","['corporate social responsibility at hyundai', 'blue chip pc', 'hyundai conglomerate', 'hyundai', 'hyundae', '현대', 'hyeondae group', 'hyundaï', 'hyndai', 'hyeondae', 'hyundai business group', 'hunday', 'hundai']",Correct,"[[0.897335946559906, 0.10266400128602982]]"
In 'Dad's Army' who played the part of Reverend Timothy Farthing?," Frank Williams
","['frank williams', 'frank williams disambiguation', 'frankie williams', 'frank williams rugby player', 'williams frank', 'frank d williams']",Correct,"[[0.4843800961971283, 0.5156199336051941]]"
What were installed on the White House roof by Jimmy Carter (but removed by Ronald Reagan)?,"2 solar panels
","['solar arrays', 'photovoltaic panel', 'solar pv panels', 'solar panels', 'solar module', 'solar photovoltaic module', 'sun energy power panels', 'pv module', 'photovoltaic panels', 'solar pv panel', 'solar panel', 'solar modules', 'solar pv module', 'solar pv modules', 'photovoltaic module', 'photovoltaic modules']",Incorrect,"[[0.6992543935775757, 0.30074557662010193]]"
"What scale measures the hotness or piquancy of a chili pepper, as defined by the amount of capsaicin it contains?","1-10 Scoville scale
","['scoville unit', 'scoville heat units', 'international registry of scoville heat unit tests', 'scoville scale', 'scoville organoleptic test', 'scoville rating', 'scoville heat unit', 'scoville heat scale', 'scoville units', 'scoville heat index', 'heat units', 'scoville test', 'gillett method']",Incorrect,"[[0.6800292134284973, 0.3199707269668579]]"
The Man Booker prize is awarded for what?,"20th century novel
","['literaryart', 'literary work', 'litterature', 'literary', 'prose fiction', 'literary art', 'literature by region', 'literatures', 'literary works', 'ltierature', 'literary arts', 'literature']",Incorrect,"[[0.3191213607788086, 0.6808785796165466]]"
Where in Europe would you go to attend the World Backgammon Championship?," Monte Carlo
","['religion in monaco', 'administrative divisions of monaco', 'iso 3166 1 mc', 'list of cities in monaco', 'principality and diocese of monaco', 'princedom of monaco', 'climate of monaco', 'islam in monaco', 'monaco principality and diocese of', 'weather in monaco', 'principato di monaco', 'mónegue', 'monaco transnational issues', 'principaut de monaco', 'capital of monaco', 'sport in monaco', 'principat de mónegue', 'geography of monaco', 'monegasques', 'monaco military', 'sports in monaco', 'culture of monaco', 'extreme points of monaco', 'monaco geography', 'quarters of monaco', 'principauté de monaco', 'munegu', 'protestantism in monaco', 'europe monaco', 'monocco', 'principality of monaco', 'monacco', 'subdivisions of monaco', 'principatu de múnegu', 'monaco', 'monégasques', 'wards of monaco', 'administrative divisions monaco']",Incorrect,"[[0.7839884757995605, 0.21601153910160065]]"
"In which country, on June 1, 2001, was there a massacre in the royal palace when King Birendra, Queen Aiswarya, Crown Prince Dipendra and 7 other members of the royal family were killed?"," Nepal
","['nēpāl adhirājya', 'sanghiya loktāntrik ganatantra nepāl', 'chiuri kharka', 'state of nepal', 'peace zone', 'संघीय लोकतान्त्रिक गणतन्त्र नेपाल', 'fdrn', 'nepol', 'नेपाः', 'democratic republic of nepal', 'गणतन्त्र नेपाल', 'nepalese republic', 'नेपाल', 'subdivisions of nepal', 'federal republic of nepal', 'nepal adhirajya', 'federal democratic republic of nepal', 'kingdom of nepal', 'iso 3166 1 np', 'napol', 'name of nepal', 'people of nepalese origin', 'republic of nepal', 'nepala', 'states of nepal', 'nepali republic', 'crime in nepal', 'nepaul', 'etymology of nepal', 'nepal', 'zone of peace']",Correct,"[[0.8438951373100281, 0.1561049073934555]]"
What sausage gets it's name from the Italian for Onion?," Salami
",['chipolata'],Incorrect,"[[0.6095241904258728, 0.3904758393764496]]"
Who played the role of the 'Riddle? in the 1960s TV series Batman?," Frank Gorshin
","['gorshin', 'frank gorshin']",Correct,"[[0.7549149990081787, 0.24508501589298248]]"
Liberia is a country on which continent?," Africa
","['in africa', 'politics of africa', 'african continent', 'african politics', 'africay', 'africa etymology', 'continent of africa', 'african nations', 'name of africa', 'africa', 'politics in africa']",Correct,"[[0.9111796617507935, 0.08882028609514236]]"
"Released in the year 2000 what was the title of the TV film that followed the relationship between Carry On film actors Sid James, played by Geoffrey Hutchins and Barbara Windsor, played by Samantha Spiro?","1st Night
",['cor blimey'],Incorrect,"[[0.3250918686389923, 0.6749081611633301]]"
By what name was the Spanish nobleman Rodrigo Diaz de Vivar better known?," El Cid
","['el c i d', 'el cid']",Correct,"[[0.9043130874633789, 0.09568694233894348]]"
Which one of Harold Wilson's peers went to jail for fraud?," Lord Lambton
","['joseph kagan', 'lord kagan', 'joseph kagan baron kagan', 'baron kagan']",Incorrect,"[[0.7264255881309509, 0.2735743820667267]]"
Which English monarch wrestled with Francis I of France at 'The Field of the Cloth of Gold'?," Henry VIII
","['henry viii king of england', 'king of england henry viii', 'henry viii kids', 'henry tudor viii', 'henry viii musician', 'henry duke of york', 'king henry eighth', 'henry 8th', 'king henry 8', 'henry 8', 'henry viii england', 'bluff hal', 'henry viii of ireland', 'henryviii', 'heinrich viii', 'early years of henry viii', 'henry viii s compositions', 'ehnry viii', 'king henry viii', 'henry ⅷ', 'bluff king hal', 'henry eighth', 'henry viii tudor', 'henry viii', 'my great matter', 'henry viii of england', 'king henry viii of england']",Correct,"[[0.7527403235435486, 0.24725967645645142]]"
Of which planet is'Desdemona' a satellite?," Uranus
","['uranus astronomy', 'sao 158687', 'sol vii', 'sol 7', 'discovery of uranus', 'uranus planet', '7th planet', 'magnetosphere of uranus', 'urano planet', 'hd 128598', 'georgium sidus', 'astronomy uranus', 'uranus', 'sol h', '⛢', 'sun h', 'planet uranus', 'george s star', 'seventh planet', '34 tauri', '♅', 'uranos planet', 'georgian planet']",Correct,"[[0.7585106492042542, 0.24148939549922943]]"
US-born Adulyadej Bhumibol became king of which Asian country?," Thailand
","['thailand', 'kingdom of thailand', 'kingdom of thai', 'เมืองไทย', 'prathet thai', 'name of thailand', 'thayland', 'taihland', 'muang thai', 'iso 3166 1 th', 'skateboarding in thailand', 'thai kingdom', 'sport in thailand', 'siam thailand', 'sayam', 'siam', 'ratcha anachak thai', 'ราชอาณาจักรไทย', 'etymology of thailand', 'tailand', 'thailande', 'ประเทศไทย', 'thai empire']",Correct,"[[0.9139840602874756, 0.08601587265729904]]"
What is the official language of New Caledonia," French
","['french disambiguation', 'french', 'frenchness', 'francaise', 'francais', 'frrench', 'français']",Correct,"[[0.8563323616981506, 0.14366760849952698]]"
"The percheron, a breed of heavy carthorse, originated in which country?"," France
","['belle france', 'etymology of france', 'franciaország', 'la republique française', 'la france', 'france', 'climate of france', 'franciaorszag', 'la republique francaise', 'iso 3166 1 fr', 'france country', 'french republic', 'république francaise', 'republique française', 'la république francaise', 'fracne', 'rain in france', 'le france', 'république française', 'la république française', 'frankreich', 'republic of france', 'people of france', 'ranska', 'franse', 'republique francaise', 'frakkland']",Correct,"[[0.9227612018585205, 0.0772387832403183]]"
"With a length of up to 10 feet, what name is given to the largest of concert pianos?","9-footer
","['pianie', 'classical piano', 'acoustic piano', 'vertical piano', 'black key', 'vertical pianoforte', 'grand pianoforte', 'piano music', 'upright pianoforte', 'pianino', 'upright piano', 'baby grand piano', 'pianoforte', 'pianos', 'piano construction', 'piano', 'piano keys', 'parts of piano', 'piano hammer', 'pianofortes', 'hammer piano', 'grand piano', 'piano forte', 'keyboard hammer', 'piano technique', 'keyboard hammers', 'concert grand', 'piano hammers', 'piano performance']",Incorrect,"[[0.1672186702489853, 0.8327813148498535]]"
In which state was US President William McKinley assassinated?," New York
","['us ny', 'n y', 'neo york', '11th state', 'new york state s', 'nýja jórvík', 'new yourk', 'new york us', 'new york', 'estado nueva york', 'nova york', 'ny state', 'state new york', 'new yourk state', 'u s state of new york', 'eleventh state', 'state of n y', 'new york u s', 'new york s', 'n y u s state', 'newyork', 'new york usa state', 'new yrok', 'state of new yourk', 'state of new york', 'nyja jorvik', 'ny', 'estado de nueva york', 'religion in new york', 'nueva york estado', 'new york u s state', 'new york state', 'state of ny', 'n y state', 'us state of new york', 'nys', 'new york population', 'ny u s state']",Correct,"[[0.7424216866493225, 0.2575782537460327]]"
Who won the men's World Ice Hockey Championship in 2015?," Canada
","['canada s', 'canadá', 'ᑲᓇᑕ', 'čanada', 'canadaa', 'america s top hat', 'cnada', 'kenadian', 'xanada', 'canadian federation', 'iso 3166 1 ca', 'canadialand', 'canada', 'canada references', 'dominion of canada', 'commonwealth of canada', 'etymology of canada', 'canadiophile']",Correct,"[[0.8688268065452576, 0.13117322325706482]]"
"The Harvey Wall Banger cocktail contain Vodka, orange juice and what else?","7-Up
","['galliano disambiguation', 'galliano']",Incorrect,"[[0.25091278553009033, 0.7490872144699097]]"
Rachel Verinder’s diamond gives what book its title?," The Moonstone
","['moonstone novel', 'moonstone']",Correct,"[[0.8289388418197632, 0.1710612028837204]]"
Is the mountain range in Ireland in which the river Liffey rises?," Wicklow
","['sléibhte bhaile átha cliath', 'wicklow mountains', 'dublin mountains', 'sléibhte chill mhantáin']",Incorrect,"[[0.7264255881309509, 0.2735743820667267]]"
The staging of what enormous annual Afro-Caribbean cultural gathering was put in doubt following the London riots of August 2011?,"2011 Notting Hill Carnival
",['notting hill carnival'],Incorrect,"[[0.3904758393764496, 0.6095241904258728]]"
