question,answer,logits,normalized_aliases
The Ballad of Bonnie and Clyde was a no.1 hit in 1967 for which singer?,"5th Dimension
","[[0.29421496391296387, 0.7057850360870361]]",['georgie fame']
Which cheese is known as ‘The King of English Cheeses’?," Cheddar
","[[0.4687906503677368, 0.531209409236908]]","['stilton village', 'stilton', 'stilton huntingdonshire']"
The Hindu deity Ganesha has the head of which animal?,"10-headed elephant
","[[0.3923368752002716, 0.6076632142066956]]","['elephantineness', 'evolution of elephants', 'gestation period for elephants', 'elephant tusk', 'rogue elephant', 'elephant hunter', 'sexual behavior of elephants', 'elephants', 'elephant population', 'elephant tusks', '🐘', 'elephant evolution', 'elephant', 'elaphant', 'elefonts', 'elephant hunting', 'elephan', 'mating elephants', 'elephant rage', 'elephantinely', 'baby elephants', 'brown elephants', 'פיל']"
Alexandra of Denmark was married to which English king?,"1st cousin Edward VII
","[[0.18952107429504395, 0.8104788661003113]]","['prince albert edward prince of wales', 'edward vii of scotland', 'albert edward prince of wales', 'albert edward duke of rothesay', 'edward 7', 'king edward vii', 'prince albert edward of united kingdom', 'edward vii of uk', 'edward vii', 'edward vii of england', 'eduard vii', 'prince albert edward duke of rothesay', 'albert prince of wales', 'edward vii of great britain', 'albert edward duke of cornwall', 'albert edward of united kingdom', 'prince albert edward', 'prince albert edward duke of cornwall', 'edward vii of britain', 'edward vii of united kingdom', 'king edward vii of united kingdom']"
"All happy families resemble one another, but each unhappy family is unhappy in its own way. The opening lines of which great novel?","1984
","[[0.43014734983444214, 0.5698526501655579]]","['anna karena', 'анна каренина', 'sergius ivanich koznyshev', 'konstantin dmitrievitch levin', 'kostya levin', 'katerina alexandrovna shcherbatsky', 'karenin', 'prince stepan oblonsky', 'count aleksei vronsky', 'konstantin dmitrievich levin', 'anna karenin', 'stepan arkadyevitch oblonsky', 'konstantine levin', 'anna karenina novel', 'stepan oblonsky', 'karenina', 'konstantin levin', 'sergius koznyshev', 'ana karenina', 'anna karenina']"
Which prototype drink recipe was formulated at Pemberton's Eagle Drug and Chemical House?,"7 Up
","[[0.32766830921173096, 0.672331690788269]]","['coca cola', 'coca cola bottle', 'coke drink', 'coca cola m5', 'production of coca cola', 'coke bottle', 'large coke', 'classic coke', 'ke kou ke le', 'coca cola canada', 'minute maid light lemonade', 'coka cola', 'coke bottles', 'coke mini', 'cocacola', 'coca cola 1', 'coca cola australia foundation', 'coca colas', 'history of coca cola', 'co cola', 'passover coca cola', 'coca cola classic', 'cocacola com', 'minute maid lemonade', 'coke classic', 'coco cola', 'contour bottle', 'coca cola soft drink', 'coke cola', 'great plains coca cola', 'coca cola christmas advert']"
For what medical condition would a doctor administer an antitussive?," Cough
","[[0.5234203934669495, 0.4765796959400177]]",['coughs']
Which 15th-century navigator discovered the sea route from Europe to India by the Cape of Good Hope?," Vasco da Gama
","[[0.3775406777858734, 0.622459352016449]]","['vasco di gama', 'vasco da gama', 'vasco de gamma', 'da gama', 'de gama', 'vasco d gama', 'vasco da 1er conde da vidigueira gama', 'gama vasco da', 'vasco de gama', 'discovery of sea route to india', 'isabel sodré', 'discovery of way to indies', 'vasco gama', 'dom vasco da gama', 'vasco da gamma', 'v de gama', 'vasquo dagama']"
"Normally called a wolverine in North America, what is the largest carniverous mammal in the weasel family, which, it is said, has a habit of hiding articles which are no use to it?",1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[[0.13432104885578156, 0.8656789064407349]]","['glutton', 'glutton disambiguation', 'gluttons']"
In the Robin Hood T.V. series starring Richard Green what was the name of the inn that was used,"1st of May
","[[0.3923368752002716, 0.6076632142066956]]","['blue boar disambiguation', 'blue boar']"
The Pyg and the Miners' tracks and the Watkin Path are routes up which mountain?," Snowdon
","[[0.5389832258224487, 0.46101677417755127]]","['mt snowdon', 'snowdon', 'hafod eryri', 'miners track', 'yr wyddfa fawr', 'watkin path', 'pyg track', 'snowdon horseshoe', 'llanberis path', 'yr wyddfa snowdon', 'yr wyddfa', 'mount snowdon']"
"Who created the characters of Willy Loman, Joe Keller and Eddie Carbone?"," Arthur Miller
","[[0.49609383940696716, 0.5039061903953552]]","['timebends', 'agnes barley', 'arthur asher miller', 'arthur miller s', 'arthur miller', 'mary slattery']"
"Also the name of a popular TV character, who was the father of the apostles John the Evangelist and James the Greater?","1st Peter
","[[0.2393493503332138, 0.7606506943702698]]","['zebedee new testament', 'zebedee', 'zebedee bible']"
"Which holiday, which had its first official recognition in 1868, was originally called Decoration Day?","4th July
","[[0.2751297354698181, 0.7248703241348267]]","['memorial day weekend', 'memorial day united states', 'memorial day', 'national moment of remembrance', 'memorial day us', 'decoration day']"
Who is the only British Prime Minister to serve under 3 monarchs?,"2nd Earl of Oxford
","[[0.1755380630493164, 0.8244618773460388]]","['stanley baldwin 1st earl baldwin of bewdley kg pc', 'power without responsibillity', 'stanley baldwin 1st earl baldwin of bewdley', 'stanley 1st earl baldwin of bewdley viscount corvedale of corvedale baldwin', 'stanley 1st earl baldwin of bewdley baldwin', 'stanley baldwin', 'baldwin stanley 1st earl baldwin of bewdley']"
From 2008 Ferrari provided cars (a modification of the F1 Ferrari F2004 chassis) with a V8 engine for which 'single make' motor racing series?,"24 Hours of Le Mans
","[[0.25091278553009033, 0.7490872144699097]]","['a1 racing', 'a10 world series', 'a1 grand prix', 'a1 gp', 'a1gp', 'world cup of motorsport', 'a1 grand prix pointscoring systems']"
"Bammy (Jamaica), Bannock (Scotland), Blaa (Ireland), Bublik (Poland), and Boule (France) are types of?","18th
","[[0.3073580265045166, 0.6926419734954834]]","['round of bread', 'bread crust', 'batch bread', 'round bread', 'bread making', 'ammunition bread', 'crust bread', 'pão', 'scali', 'double roti', 'bread round', 'milk loaf', '🍞', 'somun', 'heel bread', 'soft tack', 'breadmaking', 'loaves', 'raw toast', 'crusty bread', 'crust of bread', 'breads', 'leavened bread', 'bread']"
What colour does the planet Neptune appear to be from space?,"3 colours
","[[0.3073580265045166, 0.6926419734954834]]","['bluish', 'blae', 'blue', 'blue colour', 'blueishly', 'bluishness', 'bluer', 'caspian blue', 'blueishness', 'orphan blue', 'light blue', 'blue in human culture', 'bluest', 'blueness', '0 0 255', 'rgb 0 0 255', 'bluishly', 'slate blue color', 'list of terms associated with color blue', 'police car blue', 'blue color', 'dark blue color', 'pale blue']"
"Stirling Moss also won the next British Grand prix held at Aintree, in 1957, to give which British team its first Grand Prix victory?","1955
","[[0.16885696351528168, 0.8311430811882019]]","['vanwall', 'thinwall special', 'vanwall cars', 'vanw']"
What is the peptide hormone produced in all vertebrates and some others to promote the absorption of glucose from the blood to muscles and fat tissue?," Insulin
","[[0.41111084818840027, 0.5888891220092773]]","['insulin zinc susp prompt beef', 'insulin zinc susp purified beef', 'insulin gene', 'insulin pork', 'insulin zinc susp beef', 'insulin human', 'insulin zinc susp extended purified beef', 'human mixtard', 'insulin recombinant human', 'insulin purified beef', 'insulin antagonists', 'iletin i beef pork', 'insulin zinc susp purified pork', 'insulin purified pork', 'actrapid', 'insulin zinc susp prompt purified pork', 'insullin', 'iletin ii', 'oral insulin', 'insulin zinc susp recombinant human', 'insulin aspart recombinant', 'c257h383n65o77s6', 'insulin recombinant purified human', 'insulin glargine recombinant', 'mixtard', 'actraphane', 'insulin zinc susp extended beef', 'insuline', 'insulin zinc susp extended recombinant human', 'ins gene', 'insulin', 'insulin zinc susp semisynthetic purified human', 'c65r', 'b10h', 'insulin release', 'aktrapid', 'insulin porcine']"
On the banks of which river does the city of Quebec stand?,"3 rivers
","[[0.4765796959400177, 0.5234203934669495]]","['lorenzo st lawrence', 'lawrence of rome', 'saint laurentius', 'st laurentius', 'st lawrence', 'patron saint of miners', 'saint lawrence', 'lawrence saint', 'st lorenzo', 'saint lawrence martyr', 'san lorenzo martire', 'lawrence martyr', 'saint laurence']"
"Near which northern town, now a city, did the last battle of the English Civil War take place, in 1648?"," Chester
","[[0.3380770981311798, 0.6619228720664978]]","['preston england', 'preston', 'preston disambiguation', 'preston east lothian', 'preston village']"
Which famous British graffiti artist describes himself as a ‘Quality Vandal’?,"3D
","[[0.3415825068950653, 0.6584175229072571]]","['cans festival', 'banksey', 'banxy', 'wall and piece', 'robin gunningham', 'banksy', 'banksie']"
What was silent film actor 'Fatty' Arbuckle's christian name?," Roscoe
","[[0.33111974596977234, 0.66888028383255]]","['rosco', 'roscoe', 'roscoe disambiguation']"
Who invented the saxophone in 1840?," Adolphe Sax
","[[0.4590761363506317, 0.5409238934516907]]","['adolph sax', 'antoine joseph 22adolphe 22 sax', 'antoine sax', 'antoine joseph sax', 'adolphe sax']"
Which British political figure became Baroness Kesteven?,"1st Viscountess Kesteven
","[[0.29746994376182556, 0.7025300860404968]]","['margaret hilda thatcher', 'margaret hilda thatcher baroness thatcher', 'baroness thatcher', 'margaret thatcher', 'margaret thatcher s', 'margaret tatcher', 'prime minister margaret thatcher', 'margaret thatcher day', 'maggie thatcher', 'mrs thatcher', 'm thatcher', 'thatcherian', 'lady thatcher', 'mrs finchley', 'baroness margaret thatcher', 'margaret thatcher library', 'margareth thatcher', 'margret thatcher', 'mrs t', 'baroness thatcher of kesteven', 'milk snatcher', 'margaret hilda roberts', 'margaret thatcer', 'margaret thacher', 'margeret thatcher', 'margaret thatcher baroness thatcher', 'margaret hilda roberts thatcher', 'mrs denis thatcher', 'margaret thatcher bibliography', 'lady t']"
"The period between 1450 and 1600 in European development is known by what term, initially used by Italian scholars to express the rediscovery of ancient Roman and Greek culture?"," Renaissance
","[[0.5698526501655579, 0.43014734983444214]]","['late renaissance', 'renassance', 'renaisance', 'renaissance era', 'reniassance', 'opening phase of renaissance', 'reaisance', 'rennisance', 'european renassiance', 'rennaissance', 'early modern renaissance', 'early renaissance', 'renaissance period', 'renaissance', 'reneissance', 'renaissance europe', 'renaissance material', 'renisance', 'rennassance', 'renaissance art and architecture', 'beginning of renaissance', 'early renassance', 'renasance', 'rennaisance', 'european renaissance', 'idea of renaissance', 'reanissance', 'renniassence', 'il rinascimento', 'renaissance age', 'renissance', 'renessaince']"
The price of which metal commodity is traditionally considered an indicator of global economic buoyancy?," Gold
","[[0.29421496391296387, 0.7057850360870361]]","['copper history', 'copper element', 'tommie copper', 'copper bracelet', 'copper sheet metal', 'cuprous', '1s2 2s2 2p6 3s2 3p6 3d10 4s', 'copper band', 'copper metabolism', 'cuprum', 'element 29', 'copper sheet', 'cu2', 'element xxix', 'red metal', 'copper fittings', 'utah state mineral', 'copper', 'cupreous', 'cupric']"
Which South Pacific island nation became the first in the 21st century to change its driving on the road from right to left?,"2009
","[[0.30074557662010193, 0.6992543935775757]]","['samoa', 'west samoa', 'western samoa', 'independent state of western samoa', 'independent state of samoa', 'malo saʻoloto tutoʻatasi o sāmoa', 'malosi', 'malo sa oloto tuto atasi o sāmoa', 'sāmoa', 'iso 3166 1 ws', 'is samoa', 'languages of samoa']"
Sarawak is a state in which country?," Malaysia
","[[0.6477982401847839, 0.35220178961753845]]","['name of malaysia', 'malayasia', 'malyasia', 'maylaysia', 'malaysia', 'malaisie', 'malaisia', 'malasia', 'm sia', 'kingdom of malaysia', 'republic of malaysia', '马来西亚', 'federation state of malaysia', 'malaysian federation', 'malaixiya', 'etymology of malaysia', 'maylasia', 'malaysia sports', 'federation of malaysia', 'malay kingdom', 'மலேசியா', 'ماليزيا', 'malaysian kingdom', 'iso 3166 1 my', 'persekutuan malaysia']"
"The Wright Brothers' first powered flight, in 1903, took place where?","12th Street, Kitty Hawk, North Carolina
","[[0.4532618224620819, 0.5467381477355957]]","['kitty hawk', 'kitty hawk disambiguation', 'kittyhawk']"
"""What Christmas character said """"God bless us, every one!"""""""," Scrooge
","[[0.44167301058769226, 0.5583270192146301]]","['tiny tim disambiguation', 'tiny tim']"
"In October 2005, a week before her 16th birthday, Michelle Wie announced that she was turning professional at what sport?"," Golf
","[[0.5774953365325928, 0.42250463366508484]]","['golfing', 'scramble golf', 'men s golf', 'development of golf technology', '🏌', 'duffs', 'duffed', 'golf sport', 'golfer', 'golf tournament', 'golf', 'scotch foursomes', 'golf technology', 'golf conditioning', 'texas scramble']"
The Russo Japanese War of 1904-1905 ended when the Russian Fleet under Rozhdestvensky was defeated at the Battle of Tsushima by a fleet led by whom?,"1st Japanese Fleet
","[[0.3557748794555664, 0.6442250609397888]]",['admiral togo heihachir']
"Niagara Falls is between the state of New York, USA, and which province of Canada?"," Ontario
","[[0.4532618224620819, 0.5467381477355957]]","['ontario canada', 'canada ontario', 'on canada', 'ontairo', 'ontario', 'ontarian', 'province of ontario', 'ca on', 'climate of ontario']"
