question,answer,logits,normalized_aliases
Tataouine in Tunisia was the setting for many scenes in the movies of which blockbuster franchise?," Star Wars
","[[0.4765796959400177, 0.5234203934669495]]","['orginal star wars trilogy', 'star wars trilogy', 'star war', 'star wrs', 'star wars original trilogy', 'war stars', 'star wars saga', 'star wars spinoff', 'star wars complete saga', 'str wrs', 'original star wars trilogy', 'starwars', 'plot of star wars', 'star warian', 'prequel trilogy', 'star wars prequel', 'original trilogy star wars', 'i have bad feeling about this', 'star wars rogue 1', 'list of star wars movies', 'star wars films', 'rogue 1', 'star wars', 'sar wars', 'original trilogy', 'star wars trilogy special edition', 'star wras', 'star wars film series', 'star wars theatrical films', 'star wars movie', 'star wars prequels', 'universe of star wars', 'prequel trilogy star wars', 'star wars galaxy', 'star wars franchise', 'starwars com', 'star wars prequel trilogy', 'star wars movies']"
Who was the first presenter of the TV game show You Bet," Bob Barker
","[[0.4263215959072113, 0.5736784338951111]]","['sir bruce forsyth', 'bruce joseph forsyth johnson', 'bruce forcythe', 'bruce forsyth', 'bruce forsythe', 'bruce fosythe']"
Maureen Cox was the first wife of which famous musical personality?," Barry Manilow
","[[0.5, 0.5]]","['richard henry parkin starkey jr', 'richard starrkey', 'richie snare', 'richard starkey jr', 'ringo star', '22ringo 22', 'ringo starkey', 'starr ringo', 'richard starkey', 'ringo', 'ringo film', 'ringo starr', 'beatle ringo', 'richard starky']"
Chris Leslie holds which position in the Labour Shadow Cabinet?,"2015
","[[0.3812195658683777, 0.6187804341316223]]","['chancellor of exchequer of england', 'chancellor of exchequer', 'chancellor of exchequer treasury', 'british chancellor', 'chancellor of exchquer']"
The uniform of which NFL team is green because their once owner was born on St Patrick's day?,"49ers
","[[0.21733751893043518, 0.7826625108718872]]","['ny jets', 'jets new york', 'nyj', 'new york jets', 'new york titans football', 'new jersey jets', 'n y jets']"
US television presenter Jerry Springer was born in which city?,"1944
","[[0.3775406777858734, 0.622459352016449]]","['london uk', 'london united kingdom', 'londra', 'london greater london', 'climate in london', 'metropolis', 'united kingdom london', 'un locode gblon', 'london england united kingdom', 'london great britain', 'london', 'london on thames', 'capital of uk', 'londyn', 'gblon', 'climate of london', 'wongdon', 'london england', 'weather in london', 'londonshire', 'lundunir', 'london england uk', 'england london', 'londonize', 'londonise', 'london area', 'southwest london', 'lundúnir', 'london s', 'londontown', 'llundain', 'london u k', 'lodnon', 'capital of england', 'london weather', 'capital of united kingdom', 'london britain', 'lundein']"
"Jack Dorsey, Biz Stone and Evan Williams created what in 2006?"," Twitter
","[[0.5774953365325928, 0.42250463366508484]]","['twitter bird', 'touiteur', 'tweeted', 'retweet', 'twittersphere', 'твиттер', 'twitterati', 'twitter com', 'twittered revolution', 'reply', 'twestival', 'obvious corporation', 'mopub', 'tweets twitter', 'twtr', 'twitterverse', 'twitter account', 'twitpocalypse', 'followfriday', 'twittervention', 'twitter website', 'twitter mobile', 'twitter inc', 'promoted tweets', 'trending topic', 'trending topics', 'failwhale', 'twitter uk', 'trended', 'tweeting', '140 characters', 'twitterku', 're tweet', 't co', 'twttr', 'twoosh', 'твит', 'twiter', 'twitition', 'туиттер', 'twitter community', 'twitvid', 'twittr', 'most tweeted moment in history of twitter', 'tweet twitter', 'twittervision', 'fail whale', 'follow friday', 'twitter']"
"""""""Reader, I married him,"""" appears in the conclusion of what novel?"""," Jane Eyre
","[[0.5698526501655579, 0.43014734983444214]]","['edward rochester', 'st john rivers', 'edward fairfax rochester', 'jane eire', 'mr brocklehurst', 'jane eyre', 'list of artistic depictions of and related to jane eyre', 'saint john rivers', 'mr edward rochester', 'reader i married him', 'st john eyre rivers', 'henry brocklehurst', 'mr edward fairfax rochester', 'jane eyre novel', 'jane eyre autobiography', 'mr rochester', 'جين أير', 'adele varens', 'blanche ingram']"
"Who once lost an election by 537 votes, 5 votes, 1 vote, or negative 543,895 votes, depending on one's perspective?","2000 US presidential election
","[[0.25683197379112244, 0.7431679368019104]]","['al gore controversy', 'gore personal and political controversies', 'al gore platform', 'albert arnold al gore jr', 'threelawsofalgore', 'vice president gore', 'criticism of al gore', 'albert arnold 22al 22 gore ii', 'al gore controversies and criticisms', 'algore', 'albert arnold gore jr', 'al gore', 'goracle', 'popular culture depictions of al gore', 'gore al', 'gore albert arnold', 'albert gore jr', 'albert gore', 'draft al gore', 'al gore s opinions', 'al gore criticisms', 'albert arnold gore criticisms', 'albert arnold gore', 'draft gore movement', 'al gore controversies', 'al gore jr', 'albert arnold 22al 22 gore jr', 'al gore s views', 'vice president al gore', 'al gore iii', 'draft gore', 'algorean', 'draft al gore movement']"
All Formula One cars use the same make of tyres. Who is the current manufacturer?,"1997 Michelin
","[[0.2751297354698181, 0.7248703241348267]]","['pirelli c s p', 'pirelli spa', 'giovanni battista pirelli', 'pirelli c', 'power is nothing without control', 'pirelli', 'pirelli tires']"
The A3 road crosses which bridge over the River Thames?,"2nd
","[[0.1561049073934555, 0.8438951373100281]]","['new london bridge', 'old london bridge', 'london bridge', 'loddon bridge']"
"In WWII, what was the allied Operation Husky, which began on 9th July 1943?","1st invasion of Sicily
","[[0.39981159567832947, 0.6001883149147034]]","['us invasion of sicily', 'allied landings in sicily', 'sicily campaign', 'allied invasion of sicily', '1943 sicilian campaign', 'sicily 1943', 'landing in sicily', 'operation husky', '1943 invasion of sicily', 'battle of sicily', 'invasion of sicily']"
"Which Roman writer, best known for his Natural History (Naturalis Historic), died during the eruption of Vesuvius in 79AD?"," Pliny the Elder
","[[0.4263215959072113, 0.5736784338951111]]","['plinius', 'pliny disambiguation', 'pliny']"
"Members of the 1966 World Cup winning English football team, Bobby Moore, Martin Peters and Geoff Hurst played for which league team?","1st Division
","[[0.29421496391296387, 0.7057850360870361]]","['west ham united football club', 'whufc', 'west ham united f c', 'west ham fc', 'west ham utd', 'west ham united fc', 'irons', 'west ham united']"
The 'May' blossom flowers on which tree?,"100-year-old tree
","[[0.23651622235774994, 0.7634837031364441]]","['hawthorns', 'hawthorn disambiguation', 'hawthorn tree', 'hawthorn']"
Which car company makes a model called the 'Serena'?," Nissan
","[[0.32766830921173096, 0.672331690788269]]","['nissan red stage', 'nissan saito store', 'nissan car', 'nissan cherry store', 'nissan 180 plan', 'nissan bluebird store', 'nissan motor', 'nissan motor company', 'nissan motor company ltd', 'nissan commercial vehicles', 'nissan cars', 'nissan automobile', 'datsun', 'nissan jidosha kk', '日産', 'nissan north america inc', 'nissan', 'nissan north america', 'nissan motor corporation', 'nissan satio store', 'nissan motors', 'nissan motor co', 'nissan usa', 'nissan motor co australia', 'nsany', 'nissan motor store', 'nissan motor company limited', 'nissan motor co ltd', 'nissan revival plan', 'nissan red and blue stage', 'nissan vehicles', 'nissan blue stage', 'nissan motor corporation u s', 'nissan foria', 'tom lane nissan', 'cabstar']"
"Taking her stage name from a Queen song, what singer was born Stefani Joanne Angelina Germanotta in 1986?"," Lady Gaga
","[[0.5544704794883728, 0.4455295503139496]]","['list of lady gaga concerts tours', 'luc carl', 'high princess stache', 'still have fun', 'little monsters fandom', 'ladygaga', 'lady caca', 'fancy pants lady gaga song', 'mother monster', 'list of lady gaga concert tours', 'little monsters social networking site', 'lady gaga band', 'monster fragrance', 'lady gaga on twitter', 'earthquake lady gaga song', 'little monsters fan', 'ledi gaga', 'lady gaga', 'ladz gaga', 'fame monster lady gaga story', 'joe calderone', 'joanne stefani germanotta', 'lady gaga in popular culture', 'lady gaga as gay icon', 'little monsters lady gaga fans', 'germanotta', 'lada gaga', 'red and blue lady gaga ep', 'stefani joanne angelina germanotta', 'glitter grease', 'little monsters social network', 'electric kiss', 'popart album', 'tea song', 'lady ga ga', 'stefani germanotta', 'fancy pants song', 'stefani j germanotta', 'stefani joanne germanotta', 'jo calderone']"
Who acceded the English throne after the death of Edward III?," Richard II
","[[0.3849121630191803, 0.6150878667831421]]","['richard ii king of england', 'richard ii', 'richard ii of england', 'richard duke of cornwall', 'king richard ii', 'richard ii england', 'richard ii king of english', 'king richard ii of england']"
How many houses are there in a game of Monopoly?,"22
","[[0.4148988425731659, 0.5851011276245117]]","['32', 'thirty two']"
"In June 1988, which British jockey was stripped of his OBE after he was jailed for tax evasion?","1988
","[[0.16026602685451508, 0.8397339582443237]]","['lester keith piggott', 'lester piggot', 'lester pigott', 'lester piggott']"
What dog breed is commonly found at fire stations?,"101 Dalmatians
","[[0.23370636999607086, 0.7662936449050903]]","['dalmatinac', 'dalis', 'dalmatiners', 'dalmatinacs', 'dahlmashun', 'dalmations', 'dalmatians', 'dalmatian', 'dalmatian disambiguation', 'dalmatiner', 'dalmation']"
How many masts does the vessel known as a Ketch have ?,"2
","[[0.30074557662010193, 0.6992543935775757]]","['two film', 'two', 'numero dos', 'two album', '2 album', '2', '2 disambiguation', '2 ep', 'two disambiguation']"
"What is the term for the geological feature that includes Philadelphia, Baltimore, Washington DC, Augusta and Columbus?"," Appalachian Mountains
","[[0.39981159567832947, 0.6001883149147034]]","['fall line', 'fall zone', 'fall line cities', 'falls line', 'gnat line']"
"First implanted in 1982, the Jarvik-7 was the first successful artificial what?","7
","[[0.4073334336280823, 0.5926666259765625]]","['human heart', 'sternocostal surface of heart', 'heart chambers', 'facies diaphragmatica cordis', 'heart biology', 'base of heart', 'atlas of human cardiac anatomy', 'heart', 'heart food', 'sternocostal surface', 'right side of heart', 'left side of heart', 'facies sternocostalis cordis', 'heart metaphor', 'anterior surface of heart', 'basis cordis', 'diaphragmatic surface of heart', 'facies cordis', 'heart symbolism', 'heart organ', 'apex of heart', 'cardiac chamber', 'heart symbolism and metaphor', 'facies anterior cordis', 'cardiogenic', '❤️', 'heart in literature', 'dorsal tube', 'heart anatomy', 'apex cordis', 'chambers of heart', 'left heart', 'right heart', 'anterior wall of heart', 'systemic heart', 'cardiac', 'heart chamber', 'atria of heart', 'four chambered heart', 'cardiac chambers']"
"""In the story of """"Alice in Wonderland"""", what kind of creature did Alice find on top of a toadstool, smoking a hookah?""","3-headed bird
","[[0.22815649211406708, 0.7718434929847717]]","['caterpillar disambiguation', 'caterpillar']"
In which country is Verdi's opera 'Aida' set?,"18th century Egypt
","[[0.3208213150501251, 0.6791787147521973]]","['names of egypt', 'jumhuriyat misr al arabiyah', 'eytp', 'iso 3166 1 eg', 'egypt', 'r egypt', 'eygpt', 'kimet', 'name of egypt', 'جمهورية مصرالعربية', 'arab republic of egypt', 'egypt name', 'gift of nile', 'kemmet', 'miṣr', 'egipto', 'جمهوريّة مصرالعربيّة', 'egy', 'egypt info', 'egyptian republic', 'egypte', 'eypt', 'ejipt', 'national identity of egyptians', 'égypte', 'etymology of egypt', 'egipt', 'مصر', 'second egyptian republic', 'republic of eygpt']"
What was the name of the political statement made by four members of the Labour Party in January 1981 effectively launching the SDP?,"45 Group Statement
","[[0.3073580265045166, 0.6926419734954834]]","['limehouse agreement', 'limehouse declaration']"
"Which 1985 film starring Tom Hanks, Rita Wilson, and John Candy has a cult following among many generations of Peace Corps personnel?","1985 film starring Tom Hanks, Rita Wilson, and John Candy has a cult following among many generations of Peace Corps personnel?
","[[0.5660185217857361, 0.4339814782142639]]","['volunteers', 'volunteer disambiguation', 'volunteer ireland', 'volunteers album']"
What is the title of Private Eye's regular page of political news?,"10 Downing Street
","[[0.42250463366508484, 0.5774953365325928]]","['hp brown sauce', 'hp sauce']"
"""Who wrote the book """"The Ragged Trousered Philanthropists?""","19th century English author
","[[0.4148988425731659, 0.5851011276245117]]","['robert tressell', 'robert noonan']"
"""Who plays Arizona Robbins in the US TV series """"Grey's Anatomy""""?"""," Patrick Dempsey
","[[0.25683197379112244, 0.7431679368019104]]",['jessica capshaw']
"""Translated as """"cluster of eight"""" and situated in the Pacific Ocean what name did the Ellice Islands adopt on gaining independence in 1978?"""," Tuvalu
","[[0.672331690788269, 0.32766830921173096]]","['eight standing together', 'tuvalu', 'education in tuvalu', 'ellice islands', 'toovaloo', 'iso 3166 1 tv', 'tuvalu islands', 'ellice island', 'transportation in tuvalu', 'impact of climate change in tuvalu', 'transport in tuvalu', 'tuvalo', 'tuvalu transnational issues', 'ellis islands', 'tourism in tuvalu', 'nivalakita', 'water supply and sanitation in tuvalu', 'culture of tuvalu', 'lagoon islands', 'sport in tuvalu', 'tepuka savilivili', 'tuvalu transportation']"
"In the Spanish language, what sort of meat is jamon ?"," cured ham
","[[0.665410578250885, 0.3345894515514374]]","['ham disambiguation', 'ham', 'ham mail']"
Which actor appeared in the most ‘Carry On’ films?,"10
","[[0.15002882480621338, 0.8499711751937866]]","['kenneth williams diaries', 'rambling syd', 'kenneth williams', 'syd rumpo']"
